"statefp","cd116fp","namelsad","lsad","cdsessn","mtfcc","funcstat","aland","awater","intptlat","intptlon","name","geoid","slug","state_id","state_name"
"27","07",Congressional District 7,C2,"116",G5200,N,86580712408,5058381039,+46.5530202,-095.6759048,"Congressional District 7, MN","50000US2707",congressional-district-7-mn,"04000US27",Minnesota
"27","02",Congressional District 2,C2,"116",G5200,N,6314464923,243358361,+44.4789680,-092.8530418,"Congressional District 2, MN","50000US2702",congressional-district-2-mn,"04000US27",Minnesota
"27","06",Congressional District 6,C2,"116",G5200,N,7460634590,408723230,+45.3368069,-093.8520551,"Congressional District 6, MN","50000US2706",congressional-district-6-mn,"04000US27",Minnesota
"27","08",Congressional District 8,C2,"116",G5200,N,72281499178,12448503736,+47.2503370,-092.9638699,"Congressional District 8, MN","50000US2708",congressional-district-8-mn,"04000US27",Minnesota
"17","01",Congressional District 1,C2,"116",G5200,N,669256000,2067510.0,+41.5466708,-087.8357472,"Congressional District 1, IL","50000US1701",congressional-district-1-il,"04000US17",Illinois
"17","18",Congressional District 18,C2,"116",G5200,N,27235396834,383133624,+40.2271844,-090.0691183,"Congressional District 18, IL","50000US1718",congressional-district-18-il,"04000US17",Illinois
"17","07",Congressional District 7,C2,"116",G5200,N,161458448,5341167.0,+41.8633320,-087.7321218,"Congressional District 7, IL","50000US1707",congressional-district-7-il,"04000US17",Illinois
"17","02",Congressional District 2,C2,"116",G5200,N,2798736458,25389182,+41.2562081,-087.7901148,"Congressional District 2, IL","50000US1702",congressional-district-2-il,"04000US17",Illinois
"31","01",Congressional District 1,C2,"116",G5200,N,22995959831,249898247,+41.3744593,-096.8286623,"Congressional District 1, NE","50000US3101",congressional-district-1-ne,"04000US31",Nebraska
"06","36",Congressional District 36,C2,"116",G5200,N,15312870769,201717828,+33.7300127,-115.7393369,"Congressional District 36, CA","50000US0636",congressional-district-36-ca,"04000US06",California
"06","16",Congressional District 16,C2,"116",G5200,N,7354826326,118249352,+37.1086529,-120.5188666,"Congressional District 16, CA","50000US0616",congressional-district-16-ca,"04000US06",California
"06","46",Congressional District 46,C2,"116",G5200,N,187083544,995827.0,+33.7908040,-117.8963627,"Congressional District 46, CA","50000US0646",congressional-district-46-ca,"04000US06",California
"06","37",Congressional District 37,C2,"116",G5200,N,143132731,351790.0,+34.0168971,-118.3717636,"Congressional District 37, CA","50000US0637",congressional-district-37-ca,"04000US06",California
"06","33",Congressional District 33,C2,"116",G5200,N,747577389,489486946,+34.0465389,-118.9443071,"Congressional District 33, CA","50000US0633",congressional-district-33-ca,"04000US06",California
"06","15",Congressional District 15,C2,"116",G5200,N,1549131567,73625793,+37.6571483,-121.8362453,"Congressional District 15, CA","50000US0615",congressional-district-15-ca,"04000US06",California
"18","02",Congressional District 2,C2,"116",G5200,N,10253189601,131728583,+41.2487244,-086.2367980,"Congressional District 2, IN","50000US1802",congressional-district-2-in,"04000US18",Indiana
"18","09",Congressional District 9,C2,"116",G5200,N,11622090122,144580780,+38.7829414,-086.2122933,"Congressional District 9, IN","50000US1809",congressional-district-9-in,"04000US18",Indiana
"18","06",Congressional District 6,C2,"116",G5200,N,16075565107,106706879,+39.4752185,-085.3763377,"Congressional District 6, IN","50000US1806",congressional-district-6-in,"04000US18",Indiana
"18","08",Congressional District 8,C2,"116",G5200,N,18792335677,278478325,+38.7330167,-087.1993471,"Congressional District 8, IN","50000US1808",congressional-district-8-in,"04000US18",Indiana
"06","53",Congressional District 53,C2,"116",G5200,N,352091648,5538110.0,+32.7183139,-117.0314815,"Congressional District 53, CA","50000US0653",congressional-district-53-ca,"04000US06",California
"06","47",Congressional District 47,C2,"116",G5200,N,560123814,1176361929,+33.3673364,-118.4807090,"Congressional District 47, CA","50000US0647",congressional-district-47-ca,"04000US06",California
"06","31",Congressional District 31,C2,"116",G5200,N,566112003,5694100.0,+34.1096748,-117.3533294,"Congressional District 31, CA","50000US0631",congressional-district-31-ca,"04000US06",California
"06","03",Congressional District 3,C2,"116",G5200,N,16017117073,456161284,+39.0319525,-122.0895732,"Congressional District 3, CA","50000US0603",congressional-district-3-ca,"04000US06",California
"06","21",Congressional District 21,C2,"116",G5200,N,17432430270,33795770,+36.0867145,-119.8515001,"Congressional District 21, CA","50000US0621",congressional-district-21-ca,"04000US06",California
"06","48",Congressional District 48,C2,"116",G5200,N,378015317,281882221,+33.6229098,-117.9052749,"Congressional District 48, CA","50000US0648",congressional-district-48-ca,"04000US06",California
"06","10",Congressional District 10,C2,"116",G5200,N,4714787480,54084843,+37.5863232,-121.0544262,"Congressional District 10, CA","50000US0610",congressional-district-10-ca,"04000US06",California
"05","01",Congressional District 1,C2,"116",G5200,N,50035558911,1234692466,+35.2939086,-091.2583060,"Congressional District 1, AR","50000US0501",congressional-district-1-ar,"04000US05",Arkansas
"05","03",Congressional District 3,C2,"116",G5200,N,13982564687,375776742,+36.5005037,-094.6177677,"Congressional District 3, AR","50000US0503",congressional-district-3-ar,"04000US05",Arkansas
"05","04",Congressional District 4,C2,"116",G5200,N,57855108552,1049845616,+34.2241999,-093.2211129,"Congressional District 4, AR","50000US0504",congressional-district-4-ar,"04000US05",Arkansas
"05","02",Congressional District 2,C2,"116",G5200,N,12895640577,302544768,+35.0995596,-092.3791565,"Congressional District 2, AR","50000US0502",congressional-district-2-ar,"04000US05",Arkansas
"18","01",Congressional District 1,C2,"116",G5200,N,2996055757,625462306,+41.4970344,-087.1798166,"Congressional District 1, IN","50000US1801",congressional-district-1-in,"04000US18",Indiana
"06","34",Congressional District 34,C2,"116",G5200,N,123456560,783650.0,+34.0746549,-118.2282686,"Congressional District 34, CA","50000US0634",congressional-district-34-ca,"04000US06",California
"06","52",Congressional District 52,C2,"116",G5200,N,691689046,296660721,+32.8571989,-117.1653269,"Congressional District 52, CA","50000US0652",congressional-district-52-ca,"04000US06",California
"06","30",Congressional District 30,C2,"116",G5200,N,352104835,5012026.0,+34.2018725,-118.5469560,"Congressional District 30, CA","50000US0630",congressional-district-30-ca,"04000US06",California
"06","18",Congressional District 18,C2,"116",G5200,N,1802693482,330001708,+37.2022035,-122.1538063,"Congressional District 18, CA","50000US0618",congressional-district-18-ca,"04000US06",California
"06","20",Congressional District 20,C2,"116",G5200,N,12626814295,1572235024,+36.3732865,-121.2752181,"Congressional District 20, CA","50000US0620",congressional-district-20-ca,"04000US06",California
"06","42",Congressional District 42,C2,"116",G5200,N,2424595872,44261217,+33.6799530,-117.2275227,"Congressional District 42, CA","50000US0642",congressional-district-42-ca,"04000US06",California
"06","25",Congressional District 25,C2,"116",G5200,N,4378863906,30779288,+34.5880620,-118.2802639,"Congressional District 25, CA","50000US0625",congressional-district-25-ca,"04000US06",California
"22","04",Congressional District 4,C2,"116",G5200,N,32210761600,1106343072,+31.7920472,-093.1796062,"Congressional District 4, LA","50000US2204",congressional-district-4-la,"04000US22",Louisiana
"22","02",Congressional District 2,C2,"116",G5200,N,3285174126,522407749,+30.0467435,-090.5684985,"Congressional District 2, LA","50000US2202",congressional-district-2-la,"04000US22",Louisiana
"22","06",Congressional District 6,C2,"116",G5200,N,10447504074,1012577737,+30.2957806,-091.0085262,"Congressional District 6, LA","50000US2206",congressional-district-6-la,"04000US22",Louisiana
"19","01",Congressional District 1,C2,"116",G5200,N,31206403219,228600914,+42.5273374,-091.8962804,"Congressional District 1, IA","50000US1901",congressional-district-1-ia,"04000US19",Iowa
"06","32",Congressional District 32,C2,"116",G5200,N,321864855,5293443.0,+34.0895637,-117.9141422,"Congressional District 32, CA","50000US0632",congressional-district-32-ca,"04000US06",California
"06","43",Congressional District 43,C2,"116",G5200,N,186580878,555893.0,+33.9031099,-118.3363034,"Congressional District 43, CA","50000US0643",congressional-district-43-ca,"04000US06",California
"06","35",Congressional District 35,C2,"116",G5200,N,437338064,356550.0,+34.0447493,-117.5834632,"Congressional District 35, CA","50000US0635",congressional-district-35-ca,"04000US06",California
"06","13",Congressional District 13,C2,"116",G5200,N,250697049,127168051,+37.7789619,-122.2392482,"Congressional District 13, CA","50000US0613",congressional-district-13-ca,"04000US06",California
"06","26",Congressional District 26,C2,"116",G5200,N,2431551480,807884720,+34.1670228,-119.1299548,"Congressional District 26, CA","50000US0626",congressional-district-26-ca,"04000US06",California
"06","44",Congressional District 44,C2,"116",G5200,N,205463239,66957266,+33.8187502,-118.2509834,"Congressional District 44, CA","50000US0644",congressional-district-44-ca,"04000US06",California
"06","19",Congressional District 19,C2,"116",G5200,N,2372190624,15265440,+37.2162355,-121.5290231,"Congressional District 19, CA","50000US0619",congressional-district-19-ca,"04000US06",California
"19","04",Congressional District 4,C2,"116",G5200,N,58938051417,264712627,+42.6286385,-094.6450983,"Congressional District 4, IA","50000US1904",congressional-district-4-ia,"04000US19",Iowa
"19","02",Congressional District 2,C2,"116",G5200,N,31755572729,434115836,+41.2085154,-092.1491879,"Congressional District 2, IA","50000US1902",congressional-district-2-ia,"04000US19",Iowa
"27","01",Congressional District 1,C2,"116",G5200,N,31013342671,540782812,+43.8989394,-093.7117418,"Congressional District 1, MN","50000US2701",congressional-district-1-mn,"04000US27",Minnesota
"27","03",Congressional District 3,C2,"116",G5200,N,1365425974,144398952,+44.9958803,-093.5286204,"Congressional District 3, MN","50000US2703",congressional-district-3-mn,"04000US27",Minnesota
"27","04",Congressional District 4,C2,"116",G5200,N,861318818,84495478,+45.0027128,-092.9773663,"Congressional District 4, MN","50000US2704",congressional-district-4-mn,"04000US27",Minnesota
"27","05",Congressional District 5,C2,"116",G5200,N,351540886,16573581,+44.9809623,-093.2941451,"Congressional District 5, MN","50000US2705",congressional-district-5-mn,"04000US27",Minnesota
"06","49",Congressional District 49,C2,"116",G5200,N,1433319197,511621679,+33.3147856,-117.3795192,"Congressional District 49, CA","50000US0649",congressional-district-49-ca,"04000US06",California
"06","05",Congressional District 5,C2,"116",G5200,N,4482417000,319288355,+38.5157184,-122.4624656,"Congressional District 5, CA","50000US0605",congressional-district-5-ca,"04000US06",California
"06","24",Congressional District 24,C2,"116",G5200,N,17832192315,3684367981,+34.9196335,-120.1128450,"Congressional District 24, CA","50000US0624",congressional-district-24-ca,"04000US06",California
"31","03",Congressional District 3,C2,"116",G5200,N,174647751781,1071218403,+41.5394730,-100.2229693,"Congressional District 3, NE","50000US3103",congressional-district-3-ne,"04000US31",Nebraska
"31","02",Congressional District 2,C2,"116",G5200,N,1312946783,50712484,+41.2286220,-096.1609050,"Congressional District 2, NE","50000US3102",congressional-district-2-ne,"04000US31",Nebraska
"06","29",Congressional District 29,C2,"116",G5200,N,238354217,1621914.0,+34.2666953,-118.4303132,"Congressional District 29, CA","50000US0629",congressional-district-29-ca,"04000US06",California
"06","07",Congressional District 7,C2,"116",G5200,N,1421720505,13173746,+38.4794773,-121.2153712,"Congressional District 7, CA","50000US0607",congressional-district-7-ca,"04000US06",California
"06","06",Congressional District 6,C2,"116",G5200,N,453544934,10601204,+38.5940335,-121.4797679,"Congressional District 6, CA","50000US0606",congressional-district-6-ca,"04000US06",California
"06","39",Congressional District 39,C2,"116",G5200,N,531445171,1078797.0,+33.9386493,-117.8258358,"Congressional District 39, CA","50000US0639",congressional-district-39-ca,"04000US06",California
"17","14",Congressional District 14,C2,"116",G5200,N,4136763949,63294101,+42.0255473,-088.4458531,"Congressional District 14, IL","50000US1714",congressional-district-14-il,"04000US17",Illinois
"47","01",Congressional District 1,C2,"116",G5200,N,10730877769,204163863,+36.2125013,-082.7999170,"Congressional District 1, TN","50000US4701",congressional-district-1-tn,"04000US47",Tennessee
"47","03",Congressional District 3,C2,"116",G5200,N,11837064719,372167533,+35.7616459,-084.5094443,"Congressional District 3, TN","50000US4703",congressional-district-3-tn,"04000US47",Tennessee
"47","05",Congressional District 5,C2,"116",G5200,N,3232460360,72095867,+36.1873306,-087.0740252,"Congressional District 5, TN","50000US4705",congressional-district-5-tn,"04000US47",Tennessee
"47","04",Congressional District 4,C2,"116",G5200,N,15500357323,242150169,+35.5358725,-087.2770081,"Congressional District 4, TN","50000US4704",congressional-district-4-tn,"04000US47",Tennessee
"06","11",Congressional District 11,C2,"116",G5200,N,1268371789,101766052,+37.9038693,-122.0009326,"Congressional District 11, CA","50000US0611",congressional-district-11-ca,"04000US06",California
"41","01",Congressional District 1,C2,"116",G5200,N,7786815748,771013213,+45.7211995,-123.3412706,"Congressional District 1, OR","50000US4101",congressional-district-1-or,"04000US41",Oregon
"41","03",Congressional District 3,C2,"116",G5200,N,2782871083,82267862,+45.3899979,-122.1990897,"Congressional District 3, OR","50000US4103",congressional-district-3-or,"04000US41",Oregon
"41","05",Congressional District 5,C2,"116",G5200,N,13439639550,1207538177,+45.0283647,-123.1951639,"Congressional District 5, OR","50000US4105",congressional-district-5-or,"04000US41",Oregon
"23","01",Congressional District 1,C2,"116",G5200,N,8512096974,4733548431,+43.8460537,-069.9152497,"Congressional District 1, ME","50000US2301",congressional-district-1-me,"04000US23",Maine
"23","02",Congressional District 2,C2,"116",G5200,N,71375329063,7013001333,+45.5100010,-069.0853097,"Congressional District 2, ME","50000US2302",congressional-district-2-me,"04000US23",Maine
"47","07",Congressional District 7,C2,"116",G5200,N,23726991266,415476120,+35.6333893,-087.8333421,"Congressional District 7, TN","50000US4707",congressional-district-7-tn,"04000US47",Tennessee
"47","02",Congressional District 2,C2,"116",G5200,N,6013499673,278544192,+36.0503605,-083.8211884,"Congressional District 2, TN","50000US4702",congressional-district-2-tn,"04000US47",Tennessee
"17","05",Congressional District 5,C2,"116",G5200,N,247592486,1850633.0,+41.9303655,-087.8309020,"Congressional District 5, IL","50000US1705",congressional-district-5-il,"04000US17",Illinois
"17","16",Congressional District 16,C2,"116",G5200,N,20503968767,183129836,+41.3915234,-088.7991966,"Congressional District 16, IL","50000US1716",congressional-district-16-il,"04000US17",Illinois
"17","13",Congressional District 13,C2,"116",G5200,N,15004637044,216308900,+39.5156354,-089.5198424,"Congressional District 13, IL","50000US1713",congressional-district-13-il,"04000US17",Illinois
"17",ZZ,Congressional Districts not defined,"00","116",G5200,F,922.0,4070189931,+41.7736686,-087.5663499,"Congressional Districts not defined, IL","50000US1700",congressional-districts-not-defined-il,"04000US17",Illinois
"06","50",Congressional District 50,C2,"116",G5200,N,7222573192,40261060,+33.1135481,-116.6225898,"Congressional District 50, CA","50000US0650",congressional-district-50-ca,"04000US06",California
"06","23",Congressional District 23,C2,"116",G5200,N,25636803430,99793011,+35.6106838,-118.5390568,"Congressional District 23, CA","50000US0623",congressional-district-23-ca,"04000US06",California
"06","08",Congressional District 8,C2,"116",G5200,N,85132866565,444227838,+35.6625568,-116.8195456,"Congressional District 8, CA","50000US0608",congressional-district-8-ca,"04000US06",California
"17","17",Congressional District 17,C2,"116",G5200,N,17949060604,346793272,+41.3894669,-090.2186532,"Congressional District 17, IL","50000US1717",congressional-district-17-il,"04000US17",Illinois
"17","06",Congressional District 6,C2,"116",G5200,N,980857787,27754091,+42.0671182,-088.4044355,"Congressional District 6, IL","50000US1706",congressional-district-6-il,"04000US17",Illinois
"17","03",Congressional District 3,C2,"116",G5200,N,613376406,13496849,+41.6789774,-087.8919745,"Congressional District 3, IL","50000US1703",congressional-district-3-il,"04000US17",Illinois
"17","10",Congressional District 10,C2,"116",G5200,N,777404163,31605644,+42.2800147,-087.9399419,"Congressional District 10, IL","50000US1710",congressional-district-10-il,"04000US17",Illinois
"17","04",Congressional District 4,C2,"116",G5200,N,135804048,966145.0,+41.8862970,-087.9205610,"Congressional District 4, IL","50000US1704",congressional-district-4-il,"04000US17",Illinois
"13","03",Congressional District 3,C2,"116",G5200,N,9935874355,215086398,+33.1505217,-084.7286640,"Congressional District 3, GA","50000US1303",congressional-district-3-ga,"04000US13",Georgia
"13","10",Congressional District 10,C2,"116",G5200,N,18384949315,459100029,+33.4242062,-083.0623090,"Congressional District 10, GA","50000US1310",congressional-district-10-ga,"04000US13",Georgia
"13","04",Congressional District 4,C2,"116",G5200,N,1287444270,21757037,+33.6976377,-084.0514329,"Congressional District 4, GA","50000US1304",congressional-district-4-ga,"04000US13",Georgia
"13","05",Congressional District 5,C2,"116",G5200,N,686276539,5016095.0,+33.7069846,-084.4011185,"Congressional District 5, GA","50000US1305",congressional-district-5-ga,"04000US13",Georgia
"13","13",Congressional District 13,C2,"116",G5200,N,1849961415,25795622,+33.6291014,-084.5664533,"Congressional District 13, GA","50000US1313",congressional-district-13-ga,"04000US13",Georgia
"13","09",Congressional District 9,C2,"116",G5200,N,13498994850,410740104,+34.5061129,-083.6870501,"Congressional District 9, GA","50000US1309",congressional-district-9-ga,"04000US13",Georgia
"06","51",Congressional District 51,C2,"116",G5200,N,12410851100,869815412,+32.9955751,-115.5255338,"Congressional District 51, CA","50000US0651",congressional-district-51-ca,"04000US06",California
"06","28",Congressional District 28,C2,"116",G5200,N,565796768,2403435.0,+34.2500576,-118.2914520,"Congressional District 28, CA","50000US0628",congressional-district-28-ca,"04000US06",California
"06","01",Congressional District 1,C2,"116",G5200,N,72746795133,1948066307,+40.7319880,-121.5105160,"Congressional District 1, CA","50000US0601",congressional-district-1-ca,"04000US06",California
"13","07",Congressional District 7,C2,"116",G5200,N,1017219867,25241077,+34.0401920,-084.0829587,"Congressional District 7, GA","50000US1307",congressional-district-7-ga,"04000US13",Georgia
"13","02",Congressional District 2,C2,"116",G5200,N,24942492103,438955826,+31.8162371,-084.4190306,"Congressional District 2, GA","50000US1302",congressional-district-2-ga,"04000US13",Georgia
"13","06",Congressional District 6,C2,"116",G5200,N,774251171,13986249,+34.0130516,-084.3456624,"Congressional District 6, GA","50000US1306",congressional-district-6-ga,"04000US13",Georgia
"13","14",Congressional District 14,C2,"116",G5200,N,9383986863,51880746,+34.4305862,-085.0978762,"Congressional District 14, GA","50000US1314",congressional-district-14-ga,"04000US13",Georgia
"21","02",Congressional District 2,C2,"116",G5200,N,18601779924,388832054,+37.5446206,-085.9904901,"Congressional District 2, KY","50000US2102",congressional-district-2-ky,"04000US21",Kentucky
"21","06",Congressional District 6,C2,"116",G5200,N,11129720603,115148400,+38.0534473,-084.1547782,"Congressional District 6, KY","50000US2106",congressional-district-6-ky,"04000US21",Kentucky
"22","01",Congressional District 1,C2,"116",G5200,N,10436304503,14398936017,+29.6364920,-089.9053610,"Congressional District 1, LA","50000US2201",congressional-district-1-la,"04000US22",Louisiana
"22","03",Congressional District 3,C2,"116",G5200,N,18087979520,5594833099,+29.9270215,-092.4364185,"Congressional District 3, LA","50000US2203",congressional-district-3-la,"04000US22",Louisiana
"22","05",Congressional District 5,C2,"116",G5200,N,37429870551,1118524221,+31.7664463,-091.8235236,"Congressional District 5, LA","50000US2205",congressional-district-5-la,"04000US22",Louisiana
"18","03",Congressional District 3,C2,"116",G5200,N,10826780348,135299678,+41.0967951,-085.2362774,"Congressional District 3, IN","50000US1803",congressional-district-3-in,"04000US18",Indiana
"18","05",Congressional District 5,C2,"116",G5200,N,4985326169,40864910,+40.2486316,-085.8695988,"Congressional District 5, IN","50000US1805",congressional-district-5-in,"04000US18",Indiana
"18","04",Congressional District 4,C2,"116",G5200,N,16450662934,70295098,+40.3810879,-086.8594124,"Congressional District 4, IN","50000US1804",congressional-district-4-in,"04000US18",Indiana
"18","07",Congressional District 7,C2,"116",G5200,N,787296961,4586270.0,+39.7468732,-086.1390065,"Congressional District 7, IN","50000US1807",congressional-district-7-in,"04000US18",Indiana
"13","01",Congressional District 1,C2,"116",G5200,N,21047628166,2075874473,+31.3174384,-081.9425449,"Congressional District 1, GA","50000US1301",congressional-district-1-ga,"04000US13",Georgia
"17","11",Congressional District 11,C2,"116",G5200,N,725929838,16218367,+41.6422523,-088.1474167,"Congressional District 11, IL","50000US1711",congressional-district-11-il,"04000US17",Illinois
"17","09",Congressional District 9,C2,"116",G5200,N,272986457,1558240.0,+42.0526844,-087.8101853,"Congressional District 9, IL","50000US1709",congressional-district-9-il,"04000US17",Illinois
"17","15",Congressional District 15,C2,"116",G5200,N,38062630857,353131952,+38.9051694,-088.4420793,"Congressional District 15, IL","50000US1715",congressional-district-15-il,"04000US17",Illinois
"47","08",Congressional District 8,C2,"116",G5200,N,17738523374,387103686,+35.8508609,-089.1018305,"Congressional District 8, TN","50000US4708",congressional-district-8-tn,"04000US47",Tennessee
"06","40",Congressional District 40,C2,"116",G5200,N,149408223,1743216.0,+33.9698668,-118.1792067,"Congressional District 40, CA","50000US0640",congressional-district-40-ca,"04000US06",California
"06","12",Congressional District 12,C2,"116",G5200,N,100885569,211661576,+37.7855141,-122.4340005,"Congressional District 12, CA","50000US0612",congressional-district-12-ca,"04000US06",California
"06","45",Congressional District 45,C2,"116",G5200,N,856078764,5161857.0,+33.7142584,-117.6683553,"Congressional District 45, CA","50000US0645",congressional-district-45-ca,"04000US06",California
"19","03",Congressional District 3,C2,"116",G5200,N,22761240612,156751435,+41.2095427,-094.6403809,"Congressional District 3, IA","50000US1903",congressional-district-3-ia,"04000US19",Iowa
"13","11",Congressional District 11,C2,"116",G5200,N,2773103176,70586962,+34.1804322,-084.6514936,"Congressional District 11, GA","50000US1311",congressional-district-11-ga,"04000US13",Georgia
"13","12",Congressional District 12,C2,"116",G5200,N,21267218363,310156061,+32.4133308,-082.2238419,"Congressional District 12, GA","50000US1312",congressional-district-12-ga,"04000US13",Georgia
"13","08",Congressional District 8,C2,"116",G5200,N,22632647889,298759475,+31.7798073,-083.4515115,"Congressional District 8, GA","50000US1308",congressional-district-8-ga,"04000US13",Georgia
"06","04",Congressional District 4,C2,"116",G5200,N,33247135324,858297386,+37.9824523,-119.9279734,"Congressional District 4, CA","50000US0604",congressional-district-4-ca,"04000US06",California
"06","22",Congressional District 22,C2,"116",G5200,N,3017359454,10371897,+36.4768778,-119.3895422,"Congressional District 22, CA","50000US0622",congressional-district-22-ca,"04000US06",California
"06","09",Congressional District 9,C2,"116",G5200,N,3239709844,140669213,+38.0104060,-121.3065618,"Congressional District 9, CA","50000US0609",congressional-district-9-ca,"04000US06",California
"47","09",Congressional District 9,C2,"116",G5200,N,1252797745,53745455,+35.1676342,-089.9788605,"Congressional District 9, TN","50000US4709",congressional-district-9-tn,"04000US47",Tennessee
"47","06",Congressional District 6,C2,"116",G5200,N,16770155959,324676580,+36.1947713,-085.7784340,"Congressional District 6, TN","50000US4706",congressional-district-6-tn,"04000US47",Tennessee
"16","01",Congressional District 1,C2,"116",G5200,N,102098265032,1310417824,+45.2967502,-116.0358424,"Congressional District 1, ID","50000US1601",congressional-district-1-id,"04000US16",Idaho
"16","02",Congressional District 2,C2,"116",G5200,N,111951522627,1081304733,+43.4439256,-113.3642618,"Congressional District 2, ID","50000US1602",congressional-district-2-id,"04000US16",Idaho
"06","41",Congressional District 41,C2,"116",G5200,N,820299648,4159166.0,+33.9180748,-117.2974203,"Congressional District 41, CA","50000US0641",congressional-district-41-ca,"04000US06",California
"06","27",Congressional District 27,C2,"116",G5200,N,1812584403,7549848.0,+34.2650833,-117.9348875,"Congressional District 27, CA","50000US0627",congressional-district-27-ca,"04000US06",California
"06","17",Congressional District 17,C2,"116",G5200,N,480149991,21997291,+37.4410278,-121.9665776,"Congressional District 17, CA","50000US0617",congressional-district-17-ca,"04000US06",California
"06","14",Congressional District 14,C2,"116",G5200,N,672683232,827165077,+37.5748023,-122.4936563,"Congressional District 14, CA","50000US0614",congressional-district-14-ca,"04000US06",California
"41","04",Congressional District 4,C2,"116",G5200,N,44737320075,2227417158,+43.4720025,-123.2731321,"Congressional District 4, OR","50000US4104",congressional-district-4-or,"04000US41",Oregon
"41","02",Congressional District 2,C2,"116",G5200,N,179860346814,1904150525,+43.8374944,-119.5968497,"Congressional District 2, OR","50000US4102",congressional-district-2-or,"04000US41",Oregon
"21","01",Congressional District 1,C2,"116",G5200,N,31296234250,1221417588,+37.0846029,-087.1849382,"Congressional District 1, KY","50000US2101",congressional-district-1-ky,"04000US21",Kentucky
"21","03",Congressional District 3,C2,"116",G5200,N,827821298,40946491,+38.1894013,-085.6974571,"Congressional District 3, KY","50000US2103",congressional-district-3-ky,"04000US21",Kentucky
"21","05",Congressional District 5,C2,"116",G5200,N,29096016239,312392707,+37.3688281,-083.5218984,"Congressional District 5, KY","50000US2105",congressional-district-5-ky,"04000US21",Kentucky
"21","04",Congressional District 4,C2,"116",G5200,N,11327918358,296600515,+38.5689729,-084.4370062,"Congressional District 4, KY","50000US2104",congressional-district-4-ky,"04000US21",Kentucky
"17","12",Congressional District 12,C2,"116",G5200,N,12972082875,462200658,+37.9933075,-089.4278909,"Congressional District 12, IL","50000US1712",congressional-district-12-il,"04000US17",Illinois
"17","08",Congressional District 8,C2,"116",G5200,N,532623690,10394846,+42.0096620,-088.0966499,"Congressional District 8, IL","50000US1708",congressional-district-8-il,"04000US17",Illinois
"06","02",Congressional District 2,C2,"116",G5200,N,33546725691,4122024588,+40.0940587,-123.4649741,"Congressional District 2, CA","50000US0602",congressional-district-2-ca,"04000US06",California
"06","38",Congressional District 38,C2,"116",G5200,N,262655737,3823181.0,+33.9394788,-118.0626041,"Congressional District 38, CA","50000US0638",congressional-district-38-ca,"04000US06",California
"01","01",Congressional District 1,C2,"116",G5200,N,15713197908,2275675091,+31.0020519,-087.7879717,"Congressional District 1, AL","50000US0101",congressional-district-1-al,"04000US01",Alabama
"01","03",Congressional District 3,C2,"116",G5200,N,19537640555,471223121,+33.1505639,-085.7002277,"Congressional District 3, AL","50000US0103",congressional-district-3-al,"04000US01",Alabama
"01","05",Congressional District 5,C2,"116",G5200,N,9525492193,459955499,+34.7552973,-086.7118036,"Congressional District 5, AL","50000US0105",congressional-district-5-al,"04000US01",Alabama
"01","04",Congressional District 4,C2,"116",G5200,N,23022590138,573214646,+34.1181796,-087.2138079,"Congressional District 4, AL","50000US0104",congressional-district-4-al,"04000US01",Alabama
"01","07",Congressional District 7,C2,"116",G5200,N,26301828529,332882012,+32.4492349,-087.6405014,"Congressional District 7, AL","50000US0107",congressional-district-7-al,"04000US01",Alabama
"01","02",Congressional District 2,C2,"116",G5200,N,26269902298,303582941,+31.7020846,-086.0768417,"Congressional District 2, AL","50000US0102",congressional-district-2-al,"04000US01",Alabama
"01","06",Congressional District 6,C2,"116",G5200,N,10803396962,176793844,+33.2602125,-086.7134302,"Congressional District 6, AL","50000US0106",congressional-district-6-al,"04000US01",Alabama
"12","13",Congressional District 13,C2,"116",G5200,N,470709134,640204070,+27.8259163,-082.7264422,"Congressional District 13, FL","50000US1213",congressional-district-13-fl,"04000US12",Florida
"12","26",Congressional District 26,C2,"116",G5200,N,5659121044,7734843990,+25.1707427,-081.0952687,"Congressional District 26, FL","50000US1226",congressional-district-26-fl,"04000US12",Florida
"12","22",Congressional District 22,C2,"116",G5200,N,424130319,254083069,+26.2721076,-080.1252119,"Congressional District 22, FL","50000US1222",congressional-district-22-fl,"04000US12",Florida
"12","09",Congressional District 9,C2,"116",G5200,N,5987286333,798928316,+28.0353419,-081.2906169,"Congressional District 9, FL","50000US1209",congressional-district-9-fl,"04000US12",Florida
"12","19",Congressional District 19,C2,"116",G5200,N,1937060134,1603487946,+26.4316252,-081.9067678,"Congressional District 19, FL","50000US1219",congressional-district-19-fl,"04000US12",Florida
"29","01",Congressional District 1,C2,"116",G5200,N,582542737,28225242,+38.7283860,-090.2962282,"Congressional District 1, MO","50000US2901",congressional-district-1-mo,"04000US29",Missouri
"29","03",Congressional District 3,C2,"116",G5200,N,17745526082,368043248,+38.5781714,-091.5631850,"Congressional District 3, MO","50000US2903",congressional-district-3-mo,"04000US29",Missouri
"29","05",Congressional District 5,C2,"116",G5200,N,6281461429,89873789,+39.1414460,-093.7839363,"Congressional District 5, MO","50000US2905",congressional-district-5-mo,"04000US29",Missouri
